run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_title	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR12183380	SAMN15485983	SRX8697995	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/080/SRR12183380/SRR12183380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/080/SRR12183380/SRR12183380_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/080/SRR12183380	
SRR12183342	SAMN15485891	SRX8698033	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/042/SRR12183342/SRR12183342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/042/SRR12183342/SRR12183342_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/042/SRR12183342	
SRR12183388	SAMN15485679	SRX8697987	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Sand soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/088/SRR12183388/SRR12183388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/088/SRR12183388/SRR12183388_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/088/SRR12183388	
SRR12183345	SAMN15485888	SRX8698030	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/045/SRR12183345/SRR12183345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/045/SRR12183345/SRR12183345_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/045/SRR12183345	
SRR12183389	SAMN15485975	SRX8697986	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/089/SRR12183389/SRR12183389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/089/SRR12183389/SRR12183389_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/089/SRR12183389	
SRR12183347	SAMN15485886	SRX8698028	PRJNA644936	1235509	synthetic metagenome	Illumina MiSeq sequencing: 16S amplicon of MK sample from mesocosm with soil and Experiment 3. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/047/SRR12183347/SRR12183347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/047/SRR12183347/SRR12183347_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/047/SRR12183347	
SRR12183393	SAMN15486072	SRX8697982	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/093/SRR12183393/SRR12183393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/093/SRR12183393/SRR12183393_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/093/SRR12183393	
SRR12183349	SAMN15485885	SRX8698026	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/049/SRR12183349/SRR12183349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/049/SRR12183349/SRR12183349_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/049/SRR12183349	
SRR12183394	SAMN15486071	SRX8697981	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/094/SRR12183394/SRR12183394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/094/SRR12183394/SRR12183394_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/094/SRR12183394	
SRR12183351	SAMN15485883	SRX8698024	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/051/SRR12183351/SRR12183351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/051/SRR12183351/SRR12183351_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/051/SRR12183351	
SRR12183395	SAMN15486070	SRX8697980	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/095/SRR12183395/SRR12183395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/095/SRR12183395/SRR12183395_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/095/SRR12183395	
SRR12183355	SAMN15485879	SRX8698020	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/055/SRR12183355/SRR12183355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/055/SRR12183355/SRR12183355_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/055/SRR12183355	
SRR12183396	SAMN15486069	SRX8697979	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/096/SRR12183396/SRR12183396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/096/SRR12183396/SRR12183396_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/096/SRR12183396	
SRR12183358	SAMN15485876	SRX8698017	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/058/SRR12183358/SRR12183358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/058/SRR12183358/SRR12183358_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/058/SRR12183358	
SRR12183399	SAMN15486066	SRX8697976	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/099/SRR12183399/SRR12183399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/099/SRR12183399/SRR12183399_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/099/SRR12183399	
SRR12183360	SAMN15485875	SRX8698015	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/060/SRR12183360/SRR12183360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/060/SRR12183360/SRR12183360_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/060/SRR12183360	
SRR12183403	SAMN15486063	SRX8697972	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/003/SRR12183403/SRR12183403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/003/SRR12183403/SRR12183403_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/003/SRR12183403	
SRR12183365	SAMN15485996	SRX8698010	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/065/SRR12183365/SRR12183365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/065/SRR12183365/SRR12183365_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/065/SRR12183365	
SRR12183408	SAMN15486058	SRX8697967	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/008/SRR12183408/SRR12183408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/008/SRR12183408/SRR12183408_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/008/SRR12183408	
SRR12183368	SAMN15485994	SRX8698007	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/068/SRR12183368/SRR12183368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/068/SRR12183368/SRR12183368_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/068/SRR12183368	
SRR12183409	SAMN15486057	SRX8697966	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/009/SRR12183409/SRR12183409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/009/SRR12183409/SRR12183409_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/009/SRR12183409	
SRR12183371	SAMN15485991	SRX8698004	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/071/SRR12183371/SRR12183371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/071/SRR12183371/SRR12183371_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/071/SRR12183371	
SRR12183410	SAMN15486056	SRX8697965	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/010/SRR12183410/SRR12183410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/010/SRR12183410/SRR12183410_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/010/SRR12183410	
SRR12183372	SAMN15485990	SRX8698003	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/072/SRR12183372/SRR12183372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/072/SRR12183372/SRR12183372_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/072/SRR12183372	
SRR12183412	SAMN15486055	SRX8697963	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/012/SRR12183412/SRR12183412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/012/SRR12183412/SRR12183412_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/012/SRR12183412	
SRR12183373	SAMN15485989	SRX8698002	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/073/SRR12183373/SRR12183373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/073/SRR12183373/SRR12183373_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/073/SRR12183373	
SRR12183415	SAMN15486052	SRX8697960	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/015/SRR12183415/SRR12183415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/015/SRR12183415/SRR12183415_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/015/SRR12183415	
SRR12183374	SAMN15485988	SRX8698001	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/074/SRR12183374/SRR12183374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/074/SRR12183374/SRR12183374_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/074/SRR12183374	
SRR12183418	SAMN15486049	SRX8697957	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/018/SRR12183418/SRR12183418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/018/SRR12183418/SRR12183418_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/018/SRR12183418	
SRR12183378	SAMN15485985	SRX8697997	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/078/SRR12183378/SRR12183378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/078/SRR12183378/SRR12183378_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/078/SRR12183378	
SRR12183419	SAMN15486048	SRX8697956	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Pendelton soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/019/SRR12183419/SRR12183419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/019/SRR12183419/SRR12183419_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/019/SRR12183419	
SRR12183383	SAMN15485980	SRX8697992	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of PB sample from mesocosm with soil and Experiment 2. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/083/SRR12183383/SRR12183383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/083/SRR12183383/SRR12183383_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/083/SRR12183383	
SRR12183427	SAMN15486042	SRX8697948	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/027/SRR12183427/SRR12183427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/027/SRR12183427/SRR12183427_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/027/SRR12183427	
SRR12183384	SAMN15485979	SRX8697991	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of PB sample from mesocosm with soil and Experiment 2. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/084/SRR12183384/SRR12183384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/084/SRR12183384/SRR12183384_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/084/SRR12183384	
SRR12183430	SAMN15486039	SRX8697945	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/030/SRR12183430/SRR12183430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/030/SRR12183430/SRR12183430_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/030/SRR12183430	
SRR12183385	SAMN15485978	SRX8697990	PRJNA644936	1670606	fungus metagenome	Illumina MiSeq sequencing: 16S amplicon of EB sample from mesocosm with soil and Experiment 2. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/085/SRR12183385/SRR12183385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/085/SRR12183385/SRR12183385_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/085/SRR12183385	
SRR12183432	SAMN15486037	SRX8697943	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/032/SRR12183432/SRR12183432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/032/SRR12183432/SRR12183432_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/032/SRR12183432	
SRR12183390	SAMN15485974	SRX8697747	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/090/SRR12183390/SRR12183390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/090/SRR12183390/SRR12183390_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/090/SRR12183390	
SRR12183433	SAMN15486036	SRX8697942	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/033/SRR12183433/SRR12183433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/033/SRR12183433/SRR12183433_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/033/SRR12183433	
SRR12183397	SAMN15486068	SRX8697978	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/097/SRR12183397/SRR12183397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/097/SRR12183397/SRR12183397_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/097/SRR12183397	
SRR12183436	SAMN15486034	SRX8697939	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/036/SRR12183436/SRR12183436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/036/SRR12183436/SRR12183436_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/036/SRR12183436	
SRR12183398	SAMN15486067	SRX8697977	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RS sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/098/SRR12183398/SRR12183398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/098/SRR12183398/SRR12183398_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/098/SRR12183398	
SRR12183438	SAMN15486032	SRX8697937	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/038/SRR12183438/SRR12183438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/038/SRR12183438/SRR12183438_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/038/SRR12183438	
SRR12183406	SAMN15486060	SRX8697969	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/006/SRR12183406/SRR12183406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/006/SRR12183406/SRR12183406_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/006/SRR12183406	
SRR12183447	SAMN15486024	SRX8697928	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Florence soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/047/SRR12183447/SRR12183447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/047/SRR12183447/SRR12183447_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/047/SRR12183447	
SRR12183407	SAMN15486059	SRX8697968	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/007/SRR12183407/SRR12183407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/007/SRR12183407/SRR12183407_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/007/SRR12183407	
SRR12183453	SAMN15486018	SRX8697922	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/053/SRR12183453/SRR12183453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/053/SRR12183453/SRR12183453_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/053/SRR12183453	
SRR12183411	SAMN15485687	SRX8697964	PRJNA644936	1235509	synthetic metagenome	Illumina MiSeq sequencing: 16S amplicon of MK sample from mesocosm with soil and Experiment 1. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/011/SRR12183411/SRR12183411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/011/SRR12183411/SRR12183411_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/011/SRR12183411	
